dico1,medianctrl7
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",2.01012605884677
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",-0.143598324185562
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2",0
"Major Facilitator (Mfs) Tcdb:2.A.1.19.1",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Organic Anion Transporter 5 Utilized Transport",0
"Nucleobase:Cation Symporter-2 (Ncs2) Tcdb:2.A.40.6.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-922.098736958461
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",806.74333389505
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",52.6257393253109
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-872.510912974964
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-928.389929270696
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",613.579011303135
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",942.543534965212
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-971.396091585189
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",-712.007557652308
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",582.332669451655
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",8.59824153810463
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",4.52328868954671
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",24.4735209302855
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2",37.5388364809555
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.7",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.7",-334.969961349917
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.16.1",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",-289.105974877879
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",-40.4419921793076
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",-185.054464667963
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",0.679700635081042
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",380.291703087859
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3",-702.314939656919
"Zinc (Zn2+)-Iron (Fe2+) Permease (Zip), Tcdb:2.A.53.2.2",0
"Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.3",0
"Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.4",0
"Cation Diffusion Facilitator (Cdf) Tcdb:2.A.4.2.3",0
"Major Facilitator (Mfs) Tcdb:2.A.18.8.1",0
"Major Facilitator (Mfs) Tcdb:2.A.1.4.7",0
"Major Facilitator (Mfs) Tcdb:2.A.1.4.5",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",6.28970004610136
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.3",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.8",0
"Utilized Transport",0
"Utilized Transport",0
"Utilized Transport",0.226964316627815
"Utilized Transport",0
"Utilized Transport",0.246657279773823
"Utilized Transport",0
"Utilized Transport",8.42230123976099
"Utilized Transport",0
"Utilized Transport",2.25247376093341
"Utilized Transport",0
"Major Facilitator (Mfs) Tcdb:2.A.1.13.1",43.1274087399346
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.1",0
"ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.1",0
"Utilized Transport",0
"Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.1",-677.302467385955
"Utilized Transport",0
"Major Facilitator (Mfs) Tcdb:2.A.1.44.1",0
"Major Facilitator (Mfs) Tcdb:2.A.1.44.1",0
"Major Facilitator (Mfs) Tcdb:2.A.1.44.1",0
"Major Facilitator (Mfs) Tcdb:2.A.1.44.1",0
"Major Facilitator (Mfs) Tcdb:2.A.1.44.1",0
"Utilized Transport",0
"Utilized Transport",0
"Postulated Transport Reaction",0
"Exchange of Sulfite ",-8.83303584658793
"Exchange of Spermine",0
"Diamine N-Acetyltransferase",0
"Palmitoyl Coenzyme A Hydrolase",3.70298556776861
"Alcohol Dehydrogenase (NADP+)",15.8995138468341
"DTMP Kinase",0
"Nucleoside-Diphosphate Kinase",0
"Nucleoside-Diphosphate Kinase",0.0853042009422919
"Nucleoside-Diphosphate Kinase",-743.507691104125
"Ribonucleoside-Diphosphate Reductase",1.12646514012129
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0.289812893167947
"3-Hydroxyacyl Coenzyme A Dehydrogenase",-8.05980260645767
"RE0549C",0
"RE0565C",6.07403432551379
"RE0566C",6.0740343255141
"RE0567C",6.07403432551336
"RE0568C",6.0740343255126
"RE0569C",2.55248212229743
"RE0569E",0
"RE0570C",2.55248212229686
"RE0571C",2.55248212229738
"RE0574C",0.597347938288182
"RE0575C",0.597347938288699
"RE0576C",0.597347938287238
"Palmitoyl Coenzyme A Hydrolase",0
"Palmitoyl Coenzyme A Hydrolase",0
"Palmitoyl Coenzyme A Hydrolase",0
"RE0581C",8.732660115065
"RE0583C",64.8647970650684
"RE0688E",0
"RE0689E",0
"RE0690E",0
"RE0691C",0
"RE0827E",0
"RE0828E",0
"4A-Hydroxytetrahydrobiopterin Dehydratase",0
"4A-Hydroxytetrahydrobiopterin Dehydratase",-793.977963705061
"Steryl-Sulfatase",0
"RE0912C",0
"Alpha-Amylase",0
"Alpha-Amylase",0
"Steryl-Sulfatase",0
"Steryl-Sulfatase",0
"Alpha-Amylase",0
"Alpha-Amylase",0
"RE0936E",0
"RE0937E",0
"RE0938E",0
"Alpha-Amylase",0
"Alpha-Amylase",0
"Alpha-Amylase",0
"Peroxidase",0
"Thromboxane-A Synthase",0
"RE1096C",0
"Steryl-Sulfatase",0
"Steryl-Sulfatase",0
"Steryl-Sulfatase",0
"RE1134C",0
"Steryl-Sulfatase",0
"Steryl-Sulfatase",0
"Kynurenine-Oxoglutarate Transaminase",0
"Diamine N-Acetyltransferase",0
"RE1235C",0
"Dopamine Beta-Monooxygenase",0
"RE1266C",0
"RE1303C",0
"Aldehyde Reductase",0
"1-Phosphatidylinositol-4-Phosphate 5-Kinase",0
"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",0
"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",0
"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",-0.558193885694555
"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",0
"RE1516M",0.289812893169596
"RE1516X",-8.0598026064571
"RE1517M",0.289812893169566
"RE1517X",-8.05980260645774
"RE1518M",-6.66428871123179
"RE1518X",0.227030956844357
"RE1519X",-65.9125081717956
"Enoyl Coenzyme A Hydratase",0.79164820944353
"Enoyl Coenzyme A Hydratase",0.227030956845125
"Enoyl Coenzyme A Hydratase",-2.939481738068
"Enoyl Coenzyme A Hydratase",0.227030956843847
"Enoyl Coenzyme A Hydratase",0.791648209439203
"Enoyl Coenzyme A Hydratase",0.227030956844575
"Enoyl Coenzyme A Hydratase",0.289812893169535
"Enoyl Coenzyme A Hydratase",-8.0598026064574
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0.791648209439987
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0.227030956844271
"3-Hydroxyacyl Coenzyme A Dehydrogenase",-2.93948173806719
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0.227030956843053
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0.791648209442565
"RE1527X",0.227030956844664
"Thymidine Kinase",0
"Thymidine Kinase",3.0178613419237
"Acetyl Coenzyme A C-Acyltransferase",0.289812893168463
"Acetyl Coenzyme A C-Acyltransferase",-8.05980260645766
"Acetyl Coenzyme A C-Acyltransferase",0.791648209440558
"Acetyl Coenzyme A C-Acyltransferase",0.22703095684507
"Acetyl Coenzyme A C-Acyltransferase",-2.93948173806819
"Acetyl Coenzyme A C-Acyltransferase",0.227030956843866
"Acetyl Coenzyme A C-Acyltransferase",0.791648209443342
"Acetyl Coenzyme A C-Acyltransferase",0.227030956845061
"Dodecenoyl Coenzyme A Isomerase",-2.93948173806733
"Dodecenoyl Coenzyme A Isomerase",0.227030956845029
"Quinine 3-Monooxygenase",0
"Catechol O-Methyltransferase",0
"Quinine 3-Monooxygenase",0
"Thiosulfate Sulfurtransferase",0
"4A-Hydroxytetrahydrobiopterin Dehydratase",0
"4A-Hydroxytetrahydrobiopterin Dehydratase",793.977963705063
"Alcohol Dehydrogenase",0
"Steroid Delta-Isomerase",0
"Steroid Delta-Isomerase",0
"RE1803C",0
"RE1804C",0
"RE1804M",0
"RE1807C",0
"RE1807M",0
"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)",-3.49029214429177
"RE1826C",0
"Palmitoyl Coenzyme A Hydrolase",2.94740720608599
"Palmitoyl Coenzyme A Hydrolase",1.63462894754699
"Palmitoyl Coenzyme A Hydrolase",2.56752485812484
"Palmitoyl Coenzyme A Hydrolase",3.49029214429109
"Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase",3.49029214429217
"Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"2',3'-Cyclic-Nucleotide 3'-Phosphodiesterase",0
"Deoxyhypusine Synthase",0
"Deoxyhypusine Synthase",0
"Retinal Dehydrogenase",0
"Retinal Dehydrogenase",0
"RE1915C",0
"Glutathione Transferase",0
"RE1918C",0
"RE1919C",0
"Aromatic-L-Amino-Acid Decarboxylase",0
"Catechol O-Methyltransferase",0
"RE1925C",0
"Arylesterase",0
"1-Phosphatidylinositol-4-Phosphate 5-Kinase",0
"RE1978C",0
"Amino-Acid N-Acetyltransferase",0
"Alanine Transaminase",0
"RE2069C",0
"RE2078M",0
"RE2079R",0
"RE2080C",0
"Glycine N-Acyltransferase",0
"RE2112C",0
"RE2112R",0
"Catechol O-Methyltransferase",0
"Catechol O-Methyltransferase",0
"RE2130C",0
"Glucuronosyltransferase",0
"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)",0
"Steroid 21-Monooxygenase",0
"Amino-Acid N-Acetyltransferase",0
"Unspecific Monooxygenase",0
"Unspecific Monooxygenase",0
"RE2240C",0
"Chymase",0
"Carboxypeptidase A",0
"Carboxypeptidase A",0
"Glutathione Transferase",0
"Tryptase",0
"RE2327C",-20.6166522610276
"RE2346C",0
"Kynurenine-Oxoglutarate Transaminase",0
"Catechol O-Methyltransferase",0
"Glucuronosyltransferase",0
"Glucuronosyltransferase",0
"RE2407C",0.23151842700075
"7-Dehydrocholesterol Reductase",0.323399943180717
"RE2426C",0
"Glycine N-Acyltransferase",0
"Glycine N-Acyltransferase",0
"Glycine N-Acyltransferase",0
"RE2439C",0
"Peptidyl-Dipeptidase A",0
"Peroxidase",0
"NADPH:Quinone Reductase",0
"Beta-Glucuronidase",0
"Beta-Glucuronidase",0
"Catechol O-Methyltransferase",0
"RE2563C",0
"RE2605C",0
"Alpha-Methylacyl Coenzyme A Racemase",0
"Alpha-Methylacyl Coenzyme A Racemase",0
"RE2625C",0
"RE2625M",0
"RE2626C",-592.839845949196
"RE2626M",48.1975458696273
"Cholate- Coenzyme A Ligase",0
"Cholate- Coenzyme A Ligase",0
"RE2636C",0
"RE2636R",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"Bile Acid-CoA:Amino Acid N-Acyltransferase",0
"N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase",0
"Aspartoacylase",0
"Palmitoyl Coenzyme A Hydrolase",-376.57240170336
"Palmitoyl Coenzyme A Hydrolase",2.57736841721176
"RE2651R",0
"RE2655R",-67.3526517145926
"RE2658C",0
"RE2658R",0
"RE2659R",0
"RE2660C",0
"4A-Hydroxytetrahydrobiopterin Dehydratase",793.977963705005
"RE2666C",4.25483563418619
"RE2666G",0
"RE2675C",0
"N-Acylsphingosine Galactosyltransferase",5.41172628655181
"N-Acylsphingosine Galactosyltransferase",0
"N-Acylsphingosine Galactosyltransferase",0
"N-Acylsphingosine Galactosyltransferase",0
"N-Acylsphingosine Galactosyltransferase",0.8546959781433
"RE2705C",0
"Galactosylceramidase",0
"Alpha-Methylacyl Coenzyme A Racemase",2.46755570106281
"17Beta-Estradiol 17-Dehydrogenase",0
"Prostaglandin-F Synthase",0
"RE2814M",3.4902921442921
"RE2814R",4.29359140604563
"Peroxidase",0
"RE2898C",0
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",1.80740049604599
"RE2948C",0
"Pyruvate Kinase",-2.14984754507128
"RE2958C",0
"1-Phosphatidylinositol 4-Kinase",0
"Phosphatidylinositol 3-Kinase",0.558193885693803
"1-Phosphatidylinositol-4-Phosphate 5-Kinase",0
"Acyl Coenzyme A Oxidase",1.40527536620286
"Acyl Coenzyme A Oxidase",6.28970004610142
"Enoyl Coenzyme A Hydratase",6.28970004610172
"3-Hydroxyacyl Coenzyme A Dehydrogenase",6.28970004610145
"Acetyl Coenzyme A C-Acyltransferase",6.28970004610159
"Acetyl Coenzyme A C-Acyltransferase",8.2675407317817
"Enoyl Coenzyme A Hydratase",8.26754073177992
"3-Hydroxyacyl Coenzyme A Dehydrogenase",8.26754073178173
"Dodecenoyl Coenzyme A Isomerase",0.366568488592096
"Dodecenoyl Coenzyme A Isomerase",8.26754073178235
"2,4-Dienoyl Coenzyme A Reductase (NADPH)",8.26754073178115
"Acyl Coenzyme A Oxidase",8.2675407317802
"2,4-Dienoyl Coenzyme A Reductase (NADPH)",6.2897000461029
"Acyl Coenzyme A Oxidase",8.26754073177876
"Acyl Coenzyme A Oxidase",7.48024777711646
"Dodecenoyl Coenzyme A Isomerase",3.73679025369408
"RE3000M",3.73679025369568
"2,4-Dienoyl Coenzyme A Reductase (NADPH)",3.73679025369691
"Dodecenoyl Coenzyme A Isomerase",-6.2897000461028
"Dodecenoyl Coenzyme A Isomerase",-3.73679025369723
"Enoyl Coenzyme A Hydratase",3.73679025369744
"3-Hydroxyacyl Coenzyme A Dehydrogenase",3.73679025369846
"Acetyl Coenzyme A C-Acyltransferase",3.73679025369758
"RE3009C",0
"Carbonyl Reductase (NADPH)",2.01012605884631
"Carbonyl Reductase (NADPH)",0
"Carbonyl Reductase (NADPH)",0
"Alcohol Dehydrogenase",0
"Alcohol Dehydrogenase",0
"Aldehyde Dehydrogenase (NAD+)",-2.11053086522036
"Aldehyde Dehydrogenase (NAD+)",0
"Aldehyde Dehydrogenase (NAD+)",0
"Unspecific Monooxygenase",0
"Leukotriene-B4 20-Monooxygenase",0
"Leukotriene-B4 20-Monooxygenase",0
"RE3016R",0
"RE3017R",0
"Arachidonate 5-Lipoxygenase",0
"Arachidonate 12-Lipoxygenase",0
"Microsomal Epoxide Hydrolase",0
"Microsomal Epoxide Hydrolase",0
"Arachidonate 5-Lipoxygenase",0
"Arachidonate 5-Lipoxygenase",0
"Retinal Dehydrogenase",-67.3526517145948
"RE3051C",0.576769323424054
"RE3052C",0
"Long-Chain-Aldehyde Dehydrogenase",0
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",2.46755570106238
"RE3079X",0
"Enoyl Coenzyme A Hydratase",0
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0
"Acyl Coenzyme A Oxidase",0
"Peroxidase",5.20179777612533
"RE3103C",23.5678234194435
"RE3104C",23.5678234194444
"RE3106C",5.70811154098053
"3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific)",0
"RE3110C",5.70811154098079
"RE3112C",5.70811154098045
"RE3113C",5.70811154098055
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",6.59763876397361
"RE3119C",3.13939372886731
"RE3120C",3.13939372886843
"RE3121C",3.1393937288693
"RE3122C",3.13939372886808
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",2.3676037294403
"Delta14-Sterol Reductase",0
"Cholestenol Delta-Isomerase",0.231518427009269
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",3.68169164217094
"RE3151C",7.5455707224282
"RE3152C",7.54557072242806
"RE3153C",7.54557072242806
"RE3154C",0.106772975393203
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0
"Acyl Coenzyme A Oxidase",0
"Acetyl Coenzyme A C-Acyltransferase",0
"Enoyl Coenzyme A Hydratase",0
"Long-Chain-Fatty-Acid- Coenzyme A Ligase",3.99887960193769
"RE3161C",0.475191795094916
"RE3162C",0.475191795095149
"RE3163C",0.475191795094795
"RE3164C",0.336914087801877
"RE3165C",0.155794396471287
"RE3166C",0.155794396471171
"RE3167C",0.15579439646983
"RE3168C",0.155794396470198
"RE3169C",0.265670409366817
"RE3170C",0.265670409367515
"RE3171C",0.26567040936692
"RE3172C",0.265670409366811
"RE3173C",0.229966152934407
"RE3174C",0.0895858428883581
"RE3175C",0.0895858428886655
"RE3176C",0.229966152934071
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0
"3-Hydroxyacyl Coenzyme A Dehydrogenase",0
"RE3180C",0
"RE3181C",0
"RE3185M",0
"RE3186M",0
"Acetyl Coenzyme A C-Acyltransferase",0
"Acetyl Coenzyme A C-Acyltransferase",0
"Acetyl Coenzyme A C-Acyltransferase",0
"Enoyl Coenzyme A Hydratase",0
"Enoyl Coenzyme A Hydratase",0
"Enoyl Coenzyme A Hydratase",0
"Alpha-Methylacyl Coenzyme A Racemase",0
"RE3198C",0
"Tyrosinase",0
"Steryl-Sulfatase",0
"Steryl-Sulfatase",0
"RE3224C",2.36563163934218
"RE3225C",3.4205983340989
"RE3226C",0.514554564314514
"RE3227C",2.36563163934141
"RE3228C",2.36563163934242
"RE3229C",2.36563163934225
"RE3230C",3.42059833409962
"RE3231C",3.42059833410004
"RE3232C",3.42059833409917
"RE3234C",0.514554564315673
"RE3235C",0.514554564315385
"RE3236C",0.514554564315377
"RE3237C",0
"RE3238C",6.11758528740327
"RE3239C",2.26850171943242
"RE3241C",1.20098117111986
"RE3242C",1.20098117111969
"RE3243C",1.20098117111864
"RE3244C",1.20098117111906
"RE3245C",1.99481296980704
"Acyl Coenzyme A Oxidase",0
"Acyl Coenzyme A Oxidase",0
"RE3251C",0
"RE3251M",0
"RE3252C",0
"Microsomal Epoxide Hydrolase",0
"Microsomal Epoxide Hydrolase",0
"Diacylglycerol Cholinephosphotransferase",0
"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",0
"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",0.452529867900861
"RE3270C",0
"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",0
"Phospholipase D",-14.4195135467935
"Phospholipase D",0
"Unspecific Monooxygenase",0
"Unspecific Monooxygenase",0
"Unspecific Monooxygenase",0
"Unspecific Monooxygenase",0
"Phospholipase D",0
"Carbonyl Reductase (NADPH)",-0.117961910805881
"Aldehyde Dehydrogenase (NAD+)",-592.839845949169
"Aldehyde Dehydrogenase (NAD+)",48.1975458696275
"RE3347C",0
"RE3352C",0
"RE3367E",0
"Beta-Glucuronidase",0
"Beta-Glucuronidase",0
"RE3411C",0
"RE3413C",0
"RE3417C",0
"RE3420C",0
"RE3421R",0
"RE3422C",0
"RE3423C",0
"RE3430C",2.01012605884646
"RE3430M",0.0977060196258216
"RE3430X",0
"RE3431C",-941.135198486652
"Carbonyl Reductase (NADPH)",-941.135198486664
"Carbonyl Reductase (NADPH)",0.0977060196263712
"Carbonyl Reductase (NADPH)",0
"Leukotriene-B4 20-Monooxygenase",2.11053086521938
"Leukotriene-B4 20-Monooxygenase",2.11053086522045
"Leukotriene-B4 20-Monooxygenase",2.11053086521937
"RE3437C",2.11053086521978
"Carbonyl Reductase (NADPH)",0
"Carbonyl Reductase (NADPH)",0
"Arachidonate 5-Lipoxygenase",0.0698582150840365
"Carbonyl Reductase (NADPH)",0.117961910805394
"Carbonyl Reductase (NADPH)",0
"Arachidonate 5-Lipoxygenase",0
"RE3486C",0
"Prostaglandin-Endoperoxide Synthase",0
"Prostaglandin-Endoperoxide Synthase",0
"RE3490C",0
"Leukotriene-A4 Hydrolase",0
"RE3493C",0
"Prostaglandin-E Synthase",0.143598324186131
"Arachidonate 5-Lipoxygenase",0
"Arachidonate 5-Lipoxygenase",0
"Glutathione Peroxidase",0
"RE3524R",0
"Arachidonate 12-Lipoxygenase",0
"Arachidonate 12-Lipoxygenase",0.0488530098122263
"Arachidonate 12-Lipoxygenase",0
"Arachidonate 12-Lipoxygenase",0
"Arachidonate 12-Lipoxygenase",0
"RE3556C",0
"Prostaglandin-A1 Delta-Isomerase",0
"RE3566C",0
"Prostaglandin-A1 Delta-Isomerase",0
"RE3568C",0
"RE3570C",0
